Year,Country,Location,Latitude,Longitude,Focal Depth (km),Mag,Deaths
990,ITALY,BENEVENTO,41.1,14.8,,,
1125,ITALY,BENEVENTO,41.1,14.8,,,
1688,ITALY,BENEVENTO,41.17,14.75,,,3311
1702,ITALY,BENEVENTO,41.1,14.5,,,150
2014,ALBANIA,BELSH,41.115,19.777,10,5,
1885,KYRGYZSTAN,BELOVODSKOJE,42.7,74.1,15,6.9,54
1873,ITALY,BELLUNESE,46.2,12.4,,,55
294,CHINA,BEIJING,40.3,116,,5.5,101
1057,CHINA,BEIJING,39.7,116.3,,6.8,25000
1289,CHINA,BEIJING,40,116.5,,,10000
1484,CHINA,BEIJING,40.5,116.5,,6.8,
1730,CHINA,BEIJING,40,116.2,,6.5,658
1991,IRAN,BEHBAHAN,30.666,50.218,39,5.4,
1812,FRANCE,"BEAUMONT,PIERREVERT,SAINTE TULLE,MANOSQUE",43.7,5.7,,,
1897,AUSTRALIA,"BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER",-37.3,139.7,14,6.5,
348,LEBANON,BAYRUT (BEROUTH),33.9,35.5,,,
551,LEBANON,BAYRUT (BEIRUT); EGYPT; IRAQ;SAUDI ARABIA,33.9,35.5,,7.3,
553,LEBANON,BAYRUT (BEIRUT),33.9,35.5,,,
735,ARMENIA,BAYOTSDZOR,39.7,45.5,16,5.8,
1887,MEXICO,BAVISPE,31,-109,80,8,44
1510,GERMANY,BAVARIA,48.8,10.5,,,2000
2015,PAKISTAN,BATTAGRAM,34.671,73.278,30,5.4,
1924,ALGERIA,BATNA,35.1,5.2,,5.6,
2006,PAKISTAN,BATGRAM,34.6,73.136,10,4.8,
1852,PHILIPPINES,"BATANGAS, N MINDANAO",13.8,121.1,,,
2017,PHILIPPINES,"BATANGAS, CALABARZON",13.77,120.935,14,5.9,
1918,PHILIPPINES,BATANES,20.4,121.95,,,
2019,PHILIPPINES,BATANES,20.807,121.986,10,6,9
1970,PHILIPPINES,BATAN ISLANDS,20.6,122,33,5.3,
1892,PHILIPPINES,"BATAN ISLAND,SAN DOMINGO",21,122,,,
1880,IRAN,"BASTAK, JONAH",27.1,54.2,,,120
1956,IRAN,BASTAK,27.2,54.4,,6.8,347
2014,IRAN,BASTAK,27.15,54.448,8,5.3,1
2004,GUADELOUPE,"BASSE-TERRE, LES SAINTES",15.679,-61.706,14,6.3,1
1824,GUADELOUPE,BASSE TERRE,16.7,-62.2,,,
1361,ITALY,BASILICATA TO POUILLES,40.3,15.6,,,4000
1836,ITALY,BASILICATA,40.1,15.8,,,21
1356,SWITZERLAND,BASEL,47.4,7.6,,,300
2006,SWITZERLAND,BASEL,47.58,7.6,5,3.9,
2000,PHILIPPINES,"BASCO, MOUNT IRADA, BATAN ISLANDS",20.253,122.043,33,6.4,
2002,PANAMA,"BARU, ALANJE, DAVID; COSTA RICA",7.929,-82.793,10,6.5,
1968,TURKEY,"BARTIN, AMASRA, CAKRAZ",41.8,32.3,38,6.6,24
1899,VENEZUELA,BARQUISIMETO,10.4,-69.2,,,
1991,VENEZUELA,BARQUISIMETO,10.045,-69.948,10,5.2,
1986,PAKISTAN,"BARKHAM, MATAKARI, HAMTAROT",29.627,69.363,18,5.2,
2003,USA,BARDWELL,36.87,-88.98,3,4,
2000,IRAN,"BARDASKAN, KASHMAR",35.288,58.218,33,5.3,1
1963,LIBYA,BARCE (AL MARJ),32.6,21,5,5.4,300
2014,PHILIPPINES,BARANGAY LUAYON,6.864,125.233,26,5.2,
1979,MONTENEGRO,BAR ULCINJ,41.956,19.023,10,5.3,
1443,SLOVAKIA,BANSKA STIAVNICA,48.5,19.1,,,30
1991,ROMANIA,"BANLOC, DETA, TIMISOARA",45.364,21.057,11,5.6,2
1983,THAILAND,BANGKOK,14.926,99.023,10,5.9,
1905,IRAN,"BANDAR ABBAS,QESHM,HENGAM",26.4,56.3,,,
1977,IRAN,BANDAR ABBAS,27.61,56.39,29,6.9,167
2009,IRAN,BANDAR ABBAS,27.334,56.202,14,5.1,
1710,INDONESIA,BANDANEIRA,-4.53,129.9,,,
1763,INDONESIA,BANDANEIRA,-6,130,,,
1852,INDONESIA,BANDANEIRA,-5,130.5,,7,
1882,INDONESIA,BANDANEIRA,-4.5,129.9,,7.5,
1890,INDONESIA,BANDANEIRA,-4.5,129.9,,,
1629,INDONESIA,BANDA SEA,-4.6,129.9,,,
1630,INDONESIA,BANDA SEA,-4.6,129.9,,,
1657,INDONESIA,BANDA SEA,-3,128,,,
1659,INDONESIA,BANDA SEA,-6.92,129.125,,,
1673,INDONESIA,BANDA SEA,-3,128,,,
1674,INDONESIA,BANDA SEA,-3.7,128.2,,,
1708,INDONESIA,BANDA SEA,-3.69,128.15,,,
1711,INDONESIA,BANDA SEA,-4,129,,7,
1754,INDONESIA,BANDA SEA,-3.5,128.5,,,
1775,INDONESIA,BANDA SEA,-3.7,128.2,,,
1802,INDONESIA,BANDA SEA,-3.7,128.2,,,
1841,INDONESIA,BANDA SEA,-4,127.5,,6,
1854,INDONESIA,BANDA SEA,-3.5,128.6,,6,
1899,INDONESIA,BANDA SEA,-3,128.5,,7.8,2460
1917,INDONESIA,BANDA SEA,-7.5,128,100,7.8,
1918,INDONESIA,BANDA SEA,-7,129,190,8.1,
1925,INDONESIA,BANDA SEA,-8,115,,,
1950,INDONESIA,BANDA SEA,-6.5,129.5,60,8.1,
1956,INDONESIA,BANDA SEA,-5.5,130,190,7.5,
1963,INDONESIA,BANDA SEA,-6.86,129.58,100,8.3,
1983,INDONESIA,BANDA SEA,-4.056,127.924,17,6.5,
2001,INDONESIA,BANDA SEA,-4.102,123.907,33,7.5,
2006,INDONESIA,BANDA SEA,-5.473,128.131,397,7.6,
1837,INDONESIA,BANDA ATJEH,5.5,96,100,7.3,
1885,INDONESIA,BANDA ATJEH,5.55,95.3,,,
1936,INDONESIA,"BANDA ACEH,LHOK SUKON,LHOKSEMAWE",6.1,94.7,,7.3,9
1949,INDONESIA,BANDA ACEH,5,95,,6.7,
1964,INDONESIA,BANDA ACEH,5.9,95.7,130,7,
2012,INDONESIA,BANDA ACEH,2.707,96.045,22,6.5,1
2013,INDONESIA,BANDA ACEH,4.645,96.665,13,6.1,42
2013,INDONESIA,BANDA ACEH,5.103,95.971,10,5.5,1
1922,INDONESIA,BANDA,-3.3,128.9,,,
1989,BANGLADESH,BANARIPARA,21.861,89.763,6,5.1,1
1990,PAKISTAN,BALUCHISTAN,27.398,65.719,15,6.3,
2018,AFGHANISTAN,BALUCHISTAN,36.526,70.851,194,6.2,2
1942,TURKEY,"BALIKESIR,BIGADIC",39.2,28.2,,6.1,16
2004,INDONESIA,"BALI, LOMBOK",-8.31,115.788,45,5.8,1
1977,INDONESIA,BALI,-8.22,115.19,33,5.2,
2009,INDONESIA,BALI,-9.138,115.593,79,5.7,
1815,INDONESIA,BALI,-8,115,150,7,10253
1917,INDONESIA,BALI,-7,116,,6.6,1500
1963,INDONESIA,BALI,-8.2,115.6,65,6,
1976,INDONESIA,BALI,-8.17,114.888,40,6.5,573
1979,INDONESIA,BALI,-8.299,115.934,43,5.4,
2004,INDONESIA,BALI,-8.669,114.65,96,5.5,
2017,INDONESIA,BALI,-8.492,115.323,112,5.6,
1901,BULGARIA,"BALCHIK, KAVARNA, BLATNITSA, LIMANU",43.4,28.7,,6.4,4
1901,BULGARIA,BALCHIK,43.4,28.5,,7.2,4
1974,PAKISTAN,"BALAKOT, PATAN",35.1,72.9,22,6.2,5300
2004,PAKISTAN,"BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,11,5.4,24
2000,AZERBAIJAN,BAKU,40.245,49.946,50,6.8,31
2004,COLOMBIA,"BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,15,7.2,
1918,IRAN,BAJESTAN,34.5,58.2,,,
1925,IRAN,BAJESTAN,34.6,58.1,,5.5,500
1997,PAKISTAN,"BAJAUR, CHITRAL",34.872,71.62,50,4.9,15
1934,USA,"BAJA,IMPERIAL VALLEY",31.8,-115.5,,7.1,
1810,MEXICO,BAJA CALIFORNIA,26,-111.35,,7.4,
1716,MEXICO,BAJA CALIFORNIA,29,-114,,,
1878,MEXICO,BAJA CALIFORNIA,34.1,-117.3,,4.3,
1892,MEXICO,BAJA CALIFORNIA,31.5,-116.5,,,
1902,MEXICO,BAJA CALIFORNIA,29,-114,60,7.8,
2008,MEXICO,BAJA CALIFORNIA,32.456,-115.315,3,5.1,
2010,MEXICO,BAJA CALIFORNIA,32.297,-115.278,4,7.2,2
1889,COTE D'IVOIRE,BAIBU,6.8,-6.7,,4.7,
1970,COLOMBIA,BAHIA SOLANO,6.2,-77.6,8,6.6,
1998,ECUADOR,"BAHIA DE CARAQUEZ, CANOA",-0.593,-80.393,33,7.2,3
2005,TURKEY,"BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,5,5.3,
1933,IRAN,"BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD",32.1,56,27,6.3,4
1990,PHILIPPINES,"BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172,25,7.8,2412
1695,ITALY,BAGNOREGIO,42.5,12.1,,,31
1854,FRANCE,"BAGNERES, GRIPP, LOURDES, ARGES",43,-0.1,,,
1660,FRANCE,"BAGNERES DE BIGORRE,LOURDES,BORDEAUX",43.1,0.2,,,
1966,TURKEY,BAGICI,38.9,41.3,64,4.6,12
860,IRAQ,BAGHDAD,33,44.5,,,
1130,IRAQ,BAGHDAD,33.2,44.2,,,
1149,IRAQ,BAGHDAD,33.2,44.4,,,
1769,IRAQ,BAGHDAD,33,44.5,,,
2002,IRAN,BAGHAN,28.093,51.755,33,5.4,1
1933,CANADA,BAFFIN BAY,73.122,-70.014,15,7.7,
2005,ECUADOR,BAEZA,-0.507,-77.745,35,4.8,
1640,ITALY,BADOLATO,38.57,16.53,,,300
2007,INDIA,"BADAUN, MEERUT, NOIDA, REWARI",28.555,77.057,10,4.7,
1970,IRAN,"BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,23,4.8,5
1991,AFGHANISTAN,"BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,142,6.4,848
1991,AFGHANISTAN,BADAKHSTAN PROVINCE,37.457,68.273,33,5.1,
1998,AFGHANISTAN,"BADAKHSHAN, TAKHAR",37.106,70.11,33,6.6,4700
2003,FRANCE,"BACCARAT, COLMAR, THANN; GERMANY",48.342,6.57,10,5,
1977,IRAN,BAB-TANGOL,30.95,56.47,31,5.8,584
1971,IRAN,BABOL-KENAR,36.3,52.7,27,5.3,1
1805,IRAN,BABOL,36.3,52.4,,,
-2150,JORDAN,"BAB-A-DARAA,AL-KARAK",31.1,35.5,,7.3,
1971,IRAN,BABA KELU,30,50.7,45,4.8,
1759,LEBANON,BAALBEC; SYRIA,33.3,35.7,,,30000
2008,LEBANON,BAALBEC,33.327,35.305,10,5,
1913,PANAMA,AZUERO PENINSULA,7.1,-80.6,,6.7,
2019,ECUADOR,"AZUAY, MANABI, MORONA SANT.; PERU",-2.199,-77.023,132,7.5,1
1751,DOMINICAN REPUBLIC,AZUA DE COMPOSTELA,18.5,-70.7,33,,
1691,DOMINICAN REPUBLIC,AZUA,18.3,-70.4,,,
1843,IRAN,AZARBAIJAN,38.3,44.6,,,
1977,IRAN,AZARBAIJAN,38.934,44.38,37,5.4,3
1901,TURKEY,"AYVALIK, MOSKO IS; GREECE",39.4,26.7,,5.9,
1883,TURKEY,"AYVALIK, IZMIR, CESME",38.3,26.2,,7.3,15000
1944,TURKEY,AYVALIK,39.4,26.7,,6.8,30
1986,TURKEY,"AYDIN, DENIZLI-IZMIR-MANISA",37.931,28.574,5,5.5,
1959,PERU,"AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",-13.5,-74,,,7
1981,PERU,AYACUCHO,-13.144,-74.376,38,4.8,8
1848,NEW ZEALAND,"AWATERE RIVER, MARLBOROUGH",-41.67,174,,6,3
2013,PAKISTAN,"AWARAN, KECH",26.951,65.501,15,7.7,825
2013,PAKISTAN,AWARAN,27.183,65.505,12,6.8,22
1997,SOUTH AFRICA,AVGOLD'S HARTEBEESTFONTEIN MINE,-26.857,26.619,5,5,15
1456,ITALY,"AVELLINO,NAPOLI,ABRUZZI, BRINDISI,BENEVENTO",40.4,14.5,,,30000
1980,ITALY,"AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20,6.9,4689
1839,MYANMAR (BURMA),"AVA, AMARAPURA",21.9,96,,,400
1714,MYANMAR (BURMA),AVA (INNWA),21.85,95.967,,,
1838,MYANMAR (BURMA),AVA (INNWA),21.8,96,,,
2007,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,10,7.4,
1929,USA,ATTICA,42.9,-78.3,,,
2013,HONDURAS,ATLANTIDA,15.52,-87.159,4,5.4,
1720,AZORES (PORTUGAL),ATLANTIC,38.2,-26.6,,,
1934,AZORES (PORTUGAL),ATLANTIC,38.2,-20.6,,,
1939,AZORES (PORTUGAL),ATLANTIC,37.053,-24.427,16,6.5,
1981,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33,6.7,22
1981,GREECE,ATHENS-CORINTH-KHALIS,38.209,23.288,29,6.4,1
1999,GREECE,ATHENS,38.119,23.605,10,6,143
2019,GREECE,ATHENS,38.115,23.505,10,5.3,
1922,CHILE,ATACAMA,-28.553,-70.755,35,8.7,500
1981,EGYPT,ASWAN,23.686,32.604,10,5.3,
1998,ARMENIA,"ASTARA, BILASUVAR, IMISLI",38.717,48.507,26,6,
1897,INDIA,ASSAM; BANGLADESH,26,91,33,8,1542
2016,MYANMAR (BURMA),ASSAM; BANGLADESH,23.094,94.865,136,6.9,2
1984,INDIA,"ASSAM, CACHAR DISTRICT",24.641,92.891,23,5.6,20
2012,INDIA,ASSAM,26.175,92.889,43,5.4,
1869,INDIA,ASSAM,24.5,92.5,,,2
1932,MYANMAR (BURMA),ASSAM,26,95.5,120,7,
2011,INDIA,ASSAM,24.955,95.236,114,5.8,
1912,GREECE,ASPROGERAKAS (KEPHALLENIA),38,20.5,60,7,
1953,GREECE,ASPROGERAKAS (KEPHALLENIA),38.1,20.6,33,6.8,
1695,ITALY,"ASOLO,TREVISO",45.4,12.2,,6.2,
2004,TURKEY,ASKALE,39.847,40.874,5,5.6,
1948,TURKMENISTAN,ASHKHABAD,37.95,58.32,18,7.3,110000
1713,INDIA,ARUNACHAL; BHUTAN,27.5,93,,,
1975,JAPAN,AROSAN,33,131.1,10,5.8,
1998,AUSTRIA,ARNOLDSTEIN; SLOVENIA,46.245,13.652,10,5.7,1
1896,ICELAND,ARNESSYSLA,64,-21,,,
1999,COLOMBIA,"ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA",4.461,-75.724,17,6.2,1185
-1566,ISRAEL,ARIHA (JERICHO),31.5,35.3,,,
-1250,ISRAEL,ARIHA (JERICHO),32,35.5,,6.5,
1906,CHILE,ARICA; PERU,-18.5,-70.3,33,,
2012,CHILE,ARICA; PERU,-17.678,-69.591,10,6.3,
1987,PERU,ARICA; PERU,-17.897,-70.931,37,6.4,1
1987,CHILE,"ARICA, IQUIQUE",-19.022,-69.991,70,6.9,5
1615,CHILE,ARICA,-18.5,-70.35,,7.5,
1868,CHILE,ARICA,-18.6,-71,25,8.5,25000
1868,CHILE,ARICA,-18.6,-71,,8.5,
1892,CHILE,ARICA,-18.5,-70.35,,,
1732,ITALY,"ARIANO, LUCANIE, AVELLINO",41.08,15.15,,,1940
1180,ITALY,ARIANO,41.1,15.1,,,
2007,GREECE,"ARGOSTOLION, KEFALLINIA",38.34,20.42,15,5.8,
1862,GREECE,ARGOSTOLI (KEPHALLENIA),38.3,20.5,,,
1624,ITALY,ARGENTA,44.6,11.8,,,
1967,FRANCE,"ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,15,5.3,1
1604,PERU,AREQUIPA; CHILE,-17.88,-70.94,30,8.5,100
1948,PERU,"AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO",-17.4,-71,60,7.1,1
1960,PERU,"AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,160,7.8,63
1784,PERU,"AREQUIPA,CAMANA,MOQUEGUA,TAMBO",-16.5,-72,,8,383
2001,PERU,"AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33,8.4,77
1994,BOLIVIA,"AREQUIPA, FELT IN N AND S AMERICA",-13.841,-67.553,631,8.2,5
2001,PERU,"AREQUIPA, ARICA",-17.543,-72.077,33,7.6,1
2015,PERU,AREQUIPA,-15.693,-71.934,10,4.5,
1725,PERU,AREQUIPA,-16.4,-70.8,3,7.6,
1869,PERU,AREQUIPA,-16.4,-73.9,,,
1872,PERU,AREQUIPA,-16.4,-71.5,,6.5,
1913,PERU,AREQUIPA,-16.6,-73.3,30,7,
1914,PERU,AREQUIPA,-17,-72,130,7.2,
1958,PERU,AREQUIPA,-16.5,-72,60,7.3,28
1979,PERU,AREQUIPA,-16.39,-72.658,53,6.9,18
2008,PERU,AREQUIPA,-15.986,-71.748,123,6.2,1
2013,PERU,AREQUIPA,-16.15,-74.87,31,7.1,
2016,PERU,AREQUIPA,-15.64,-71.68,8,5.5,9
2017,PERU,AREQUIPA,-16.416,-73.636,44,6.4,1
2017,PERU,AREQUIPA,-16.299,-73.474,41,5.6,1
2019,PERU,AREQUIPA,-14.684,-70.127,257,7,1
1884,SPAIN,"ARENAS DEL REY, VEGA, ALHAMA, MALAGA",36.95,-3.983,,6.7,745
1787,USA TERRITORY,"ARECIBO,MAYAGUEZ,SAN JUAN,CAGUAS",18.3,-66.4,,,
1717,USA TERRITORY,ARECIBO,18.3,-66.4,,,
1875,USA TERRITORY,ARECIBO,18.3,-66.4,,,
1925,TURKEY,ARDAHAN,41.2,42.8,,5.8,200
1864,IRAN,ARDABIL; AZERBAIJAN,38.25,48.28,,,500
891,IRAN,ARDABIL,38.3,48.3,20,6.3,
1997,IRAN,ARDABIL,38.075,48.05,10,6.1,1100
2017,AZERBAIJAN,ARDABIL,39.816,48.57,63,5.1,
1991,USA,"ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002,11,5.1,2
1991,IRAQ,"ARBIL,  DIBS",36.52,44.066,26,5.1,20
1085,IRAN,"ARAJAN,KHUZESTAN",31,49,,,
1884,PANAMA,"AQUADAS [AGUADULCE], PACORA",7.5,-79,,7.5,
1971,PERU,APURIMAC,-14.1,-73.3,54,5.7,5
1842,AZERBAIJAN,APSCHERON PENINSULA,40.5,50,3,4.3,
1995,SAMOA,APIA; AMERICAN SAMOA,-15.199,-173.529,21,7.4,
1981,SAMOA,APIA; AMERICAN SAMOA,-14.96,-173.085,25,7.7,
1977,SAMOA,APIA,-16.696,-172.095,33,7.6,
1977,COLOMBIA,"APARTADO, MEDELLIN",7.34,-76.3,33,6.5,3
1793,JAPAN,AOMORI,40.85,139.95,,6.9,12
2017,MADAGASCAR,ANTSIRABE,-20.16,46.647,7,5.5,2
1995,CHILE,"ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,46,8,3
1987,CHILE,"ANTOFAGASTA, ARICA",-24.388,-70.161,62,7.3,1
1873,CHILE,ANTOFAGASTA,-23.6,-70.4,,,
1948,CHILE,ANTOFAGASTA,-22.5,-69,100,7,
1956,CHILE,ANTOFAGASTA,-25.5,-71,33,,
1957,CHILE,ANTOFAGASTA,-23.5,-71.5,33,7,
1883,COLOMBIA,"ANTIOQUIA, YARUMAL",7.4,-76.9,,6,
2015,COLOMBIA,"ANTIOQUIA, SANTANDER",6.8,-73.01,184,6.2,
1179,TURKEY,ANTIOCH; SYRIA,36.1,36.1,,,
1408,TURKEY,ANTIOCH; SYRIA,36.2,36.1,,,
1115,TURKEY,ANTIOCH; SYRIA,36.1,36.1,,,
1874,GUATEMALA,"ANTIGUA,CHIMALTENANGO,AMATITLAN",14.5,-90.7,,,300
1565,GUATEMALA,ANTIGUA,14.6,-90.7,,,
1566,GUATEMALA,ANTIGUA,14.6,-90.7,,,
1586,GUATEMALA,ANTIGUA,14.553,-90.735,,,
1773,GUATEMALA,ANTIGUA,14.6,-90.7,,,100
1822,TURKEY,ANTAKYA; SYRIA,36,36,,,8000
846,TURKEY,ANTAKYA; LEBANON,36.1,36.1,,,
1114,TURKEY,ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,,,
972,TURKEY,ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,,,
1091,TURKEY,ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,,,
1872,TURKEY,"ANTAKYA (ANTIOCH), SUEDIJE",36.2,36.2,,7.3,1800
525,TURKEY,"ANTAKYA (ANTIOCH), SAMANDAG",36.25,36.1,,7,250000
1106,TURKEY,"ANTAKYA (ANTIOCH), AL-DAINOOR",36.2,36.1,,,
37,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
52,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
115,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,7.5,260000
340,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
341,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,
342,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,40000
394,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
396,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
457,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,
458,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,80000
528,TURKEY,ANTAKYA (ANTIOCH),36.25,36.1,,7.1,4870
557,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
565,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,30000
579,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
581,TURKEY,ANTAKYA (ANTIOCH),36.1,36.1,,,
587,TURKEY,ANTAKYA (ANTIOCH),36.25,36.1,,,60000
713,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
716,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
835,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
859,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
1109,TURKEY,ANTAKYA (ANTIOCH),36.2,36.1,,,
1407,TURKEY,ANTAKYA (ANTIOCH),36,36,,,
2001,PERU,ANTABAMA,-14.258,-72.683,33,5.8,4
1860,HAITI,ANSE-A-VEAU,18.52,-73.35,,,
1985,ALGERIA,ANNABA-SETIF-SOUK,36.46,6.761,10,5.9,6
1842,ETHIOPIA,ANKOBER,9.6,39.8,,,
1956,INDIA,"ANJAR, BHUJ, GANDHIDHAM, KANDLA",23.278,70.107,15,6,156
1046,TURKEY,ANI (ARMENIA),40.5,43.5,15,5.5,
294,CHINA,ANHUI PROVINCE,32.6,116.8,,5.5,
2015,CHINA,ANHUI PROVINCE,33.15,115.8,10,4.6,2
1829,CHINA,ANHUI PROVINCE,33.2,117.9,,5.5,
1831,CHINA,ANHUI PROVINCE,32.8,116.8,,6.3,33
1868,CHINA,ANHUI PROVINCE,32.4,117.8,,5.5,
1917,CHINA,ANHUI PROVINCE,31.3,116.2,,6.3,
1954,CHINA,ANHUI PROVINCE,31.6,116.6,,5.3,
1949,CHILE,"ANGOL, TRAIGUEN",-38,-73.5,70,7.3,57
1905,USA,ANDREANOF ISLANDS,50.73,-178.55,,7.9,
1970,USA,ANDREANOF ISLANDS,57.5,-153.9,29,6,
1971,USA,ANDREANOF ISLANDS,51.4,-177.2,43,7.1,
1986,USA,ANDREANOF ISLANDS,52.327,-174.504,26,6.4,
1996,USA,ANDREANOF ISLANDS,51.564,-177.632,33,7.9,
1996,USA,ANDREANOF ISLANDS,51.478,-176.847,24,7.3,
1978,UZBEKISTAN,ANDIZHAN; TAJIKISTAN,39.35,72.61,7,6.8,
1902,UZBEKISTAN,ANDIZHAN,40.8,72.3,9,6.4,4880
1941,INDIA,"ANDAMAN ISLANDS,MADRAS; SRI LANKA",11.94,92.626,20,8,
2005,INDIA,"ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,16,7.2,
2002,INDIA,ANDAMAN ISLANDS,13.036,93.068,21,6.5,2
2010,INDIA,ANDAMAN ISLANDS,13.667,92.831,34,6.7,
2010,INDIA,ANDAMAN ISLANDS,13.197,93.087,20,5.9,
1881,INDIA,"ANDAMAN I,NICOBAR I",8.52,92.43,,7.9,
2009,INDIA,ANDAMAN I,14.099,92.888,5,7.5,
558,ITALY,ANCONA,43.6,13.5,,,
1972,ITALY,ANCONA,43.8,13.3,4,4.4,2
2018,USA,ANCHORAGE,61.34,-149.937,41,7,
1950,COLOMBIA,ANBOLEDAS,7.8,-72.5,41,,211
1943,TURKEY,ANATOLIA,40,40,,,550
1913,PERU,"AMYARAES, ABANCAY, CASAYA, SORAYA",-14.2,-72.9,10,6.3,150
1930,INDONESIA,AMURANG ISLAND,1.2,124.57,,,
1982,HONDURAS,"AMPALA, MASAYA",13.158,-87.589,6,6,
2002,ARGENTINA,"AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,22,6,
2018,VANUATU,AMBRYM ISLAND,-16.368,168.213,35,5.6,
1674,INDONESIA,"AMBON ISLAND, SERAM ISLAND",-3.75,127.75,40,6.8,86
1932,INDONESIA,"AMBON ISLAND, CERAM ISLAND",-3.57,128.35,17,,
1754,INDONESIA,AMBON ISLAND,-3.5,128.5,,6.5,4
1815,INDONESIA,AMBON ISLAND,-3.7,128.4,,,
1852,INDONESIA,AMBON ISLAND,-3.7,128.2,,,
2016,NEW ZEALAND,AMBERLEY,-42.737,173.054,15,7.8,2
1698,ECUADOR,"AMBATO,CARGUAYRAZO",-1.3,-78.7,,,1000
1987,ECUADOR,"AMBATO, LATACUNGA, RIOBAMBA",-0.978,-78.05,10,6.2,2
2017,INDIA,AMBASA;  BANGLADESH,24.015,92.018,32,5.7,3
1783,TURKEY,AMAXIKI,38.7,30.7,,,26
1639,ITALY,AMATRICE,42.6,13.3,,,
1828,JAPAN,AMAKUSA ISLANDS,32.6,129.9,,6.4,
1654,ITALY,"ALVITO,BELLOMONTE,PONTECORVO,SORA",41.4,13.6,,,600
1070,EGYPT,AL-QAHIRAH (CAIRO); ISRAEL,30,31.1,,,
885,EGYPT,AL-QAHIRAH (CAIRO),30,31.1,,,1000
1211,EGYPT,AL-QAHIRAH (CAIRO),30.5,31.3,,,
1754,EGYPT,AL-QAHIRAH (CAIRO),30.8,31,,,40000
1965,GREECE,"ALONISOS, SKOPELOS",39.4,24,18,6.3,38
1916,PANAMA,"ALMIRANTE, BOCAS DEL TORO",9.6,-82,25,7,
1522,SPAIN,ALMERIA; MOROCCO,36.97,-2.66,,,
1804,SPAIN,"ALMERIA, DALIAS, ROQUETAS",36.9,-2.4,,,173
1804,SPAIN,ALMERIA,36.833,-2.833,,,
1666,IRAQ,AL-MAWSIL; ARMENIA,36,42.5,,,
1130,IRAQ,"AL-MAWSIL (MOSUL),JABAL,JAZIRAH",36.2,43.1,,,
986,IRAQ,AL-MAWSIL (MOSUL),36.2,43.1,,,
1781,IRAQ,AL-MAWSIL (MOSUL),36.3,43.1,,,80
845,IRAQ,AL-MAWSIL,36.2,43.1,,,50000
847,IRAQ,AL-MAWSIL,36.21,42.08,,,70000
1911,KAZAKHSTAN,"ALMA-ATA, TURKESTAN",43.5,77.5,25,7.7,450
1970,KAZAKHSTAN,ALMA-ATA,42.5,78.8,20,6.6,
1978,KAZAKHSTAN,ALMA-ATA,42.839,78.606,33,7.1,
1796,SYRIA,AL-LADHIQIYAH (LATAKIA),35.2,35.8,,,1500
